,site_name,date,unclean_age,standard_deviation,f_p1,age,data_flag,age_type,database,alt_name,site_details,site_id,f_p2,frac_1,mrt1
135,345053,,>140,,0.6,140.0,>,mrt,hrc,nan,"Serco, Herb Stent 1986 510ft Linton Army Camp 293859 Bore 12 ",nan,,,
137,345077,,>140,,0.6,140.0,>,mrt,hrc,nan,15,nan,,,
140,345181,,>140,,0.6,140.0,>,mrt,hrc,nan,13,nan,,,
141,345191,,>140,,0.6,140.0,>,mrt,hrc,nan,"Serco, Herb Stent 1996 600ft Linton Army Camp 297861 Bore 14",nan,,,
143,345210,,>120,,0.6,120.0,>,mrt,hrc,nan,3,nan,,,
144,346031,,>260,,0.8,260.0,>,mrt,hrc,nan,Holmes,nan,,,
146,347031,,17,,0.7,17.0,single_value,mrt,hrc,nan,Soham,nan,,,
149,348104,,69,,0.7,69.0,single_value,mrt,hrc,nan,Pahiatua Bore,nan,,,
150,348134,,10,,0.9,10.0,single_value,mrt,hrc,nan,Buckley,nan,,,
152,348134,,7,,0.2,7.0,single_value,mrt,hrc,nan,Buckley,nan,,,
154,352312,,>250,,0.8,250.0,>,mrt,hrc,nan,Pescini New,nan,,,
155,354005,,>140,,0.6,140.0,>,mrt,hrc,nan,"Horo.Dist.Council, Shannon",nan,,,
156,354011,,136,,,136.0,single_value,mrt,hrc,nan,Mc Allon,nan,,,
157,354011,,136,,0.7,136.0,single_value,mrt,hrc,nan,Mc Allon,nan,,,
158,354057,,>120,,0.6,120.0,>,mrt,hrc,nan,Ngatawa Fames Kington Rd (CPN41) 63.7 masl,nan,,,
159,354101,,127,,0.7,127.0,single_value,mrt,hrc,nan,Matatoa Nursery Shannon (CPN40) ,nan,,,
163,357103,,1,,0.7,1.0,single_value,mrt,hrc,nan,Tutaekara Road,nan,,,
165,357109,,0.2,,0.8,0.2,single_value,mrt,hrc,nan,Elers,nan,,,
171,357121,,0.2,,0.7,0.2,single_value,mrt,hrc,nan,SOW-B,nan,,,
173,366076,,3,,0.9,3.0,single_value,mrt,hrc,nan,Mayer,nan,,,
175,367017,,30,,0.9,30.0,single_value,mrt,hrc,nan,Aynsley,nan,,,
177,420075,,23,,0.7,23.0,single_value,mrt,hrc,nan,Turner,nan,,,
178,430019,,0.2,,0.7,0.2,single_value,mrt,hrc,nan,CAM-A,nan,,,
180,430021,,39,,0.7,39.0,single_value,mrt,hrc,nan,CAM-C,nan,,,
184,699009,,96,,0.75,96.0,single_value,mrt,hrc,nan,Kaiiwi Bore No. 3,nan,,,
185,80,,80,,0.8,80.0,single_value,mrt,hrc,nan,80,nan,,,
188,699022,,>150,,0.8,150.0,>,mrt,hrc,nan,Kaiiwi Bore No. 1,nan,,,
190,80,,80,,0.8,80.0,single_value,mrt,hrc,nan,80,nan,,,
194,699024,,>200,,,200.0,>,mrt,hrc,nan,Kaiiwi Bore No. 2,nan,,,
196,699037,,78,,0.9,78.0,single_value,mrt,hrc,nan,Kaiiwi Springs,nan,,,
197,699037,,92,,0.9,92.0,single_value,mrt,hrc,nan,No. 3 bore springs (Kai Iwi?),nan,,,
198,780001,,90,,0.6,90.0,single_value,mrt,hrc,nan,Western Line Bore,nan,,,
199,780035,,>160,,0.6,160.0,>,mrt,hrc,nan,Blueskin Rd Bore,nan,,,
201,780037,,>210,,0.7,210.0,>,mrt,hrc,nan,Aramoho - Brunswick Bore,nan,,,
202,790039,,>150,,0.7,150.0,>,mrt,hrc,nan,35004900 Kaitoke Dept of Corrctions  Main Bore,nan,,,
203,790101,,>210,,0.7,210.0,>,mrt,hrc,nan,35004900 Kaitoke Dept.of Corrections Standby/ Garden Bore,nan,,,
205,790115,,>170,,0.6,170.0,>,mrt,hrc,nan,Leniham,nan,,,
206,790127,,>158,,0.7,158.0,>,mrt,hrc,nan,"Abelard bore, Wanganui District Council",nan,,,
207,790133,,>115,,0.5,115.0,>,mrt,hrc,nan,Heloise,nan,,,
210,792058,,>110,,0.5,110.0,>,mrt,hrc,nan,Fordell Bore,nan,,,
213,799002,,0.5,,0.95,0.5,single_value,mrt,hrc,nan,Manughau,nan,,,
215,unknown,,195,,0.8,195.0,single_value,mrt,hrc,nan,Norsewood Water Supply,nan,,,
216,352081,,>40,,0.7,40.0,>,mrt,hrc,nan,nan,nan,,,
218,352099,,36,,0.9,36.0,single_value,mrt,hrc,nan,Lund,nan,,,
219,353015,,25,,0.7,25.0,single_value,mrt,hrc,nan,nan,nan,,,
220,353015,,29,,0.7,29.0,single_value,mrt,hrc,nan,Akester,nan,,,
221,353121,,>155,,0.7,155.0,>,mrt,hrc,nan,Hood,nan,,,
222,353131,,c. 30,,0.7,30.0,single_value,mrt,hrc,nan,Sorensen,nan,,,
223,353251,,44,,0.45,44.0,single_value,mrt,hrc,nan,Kereru Farm,nan,,,
224,353291,,170,,0.8,170.0,single_value,mrt,hrc,nan,Pescini on Arapaepae,nan,,,
225,362001,,9.5,,0.7,9.5,single_value,mrt,hrc,nan,Russell,nan,,,
228,362023,,c. 10,,0.8,10.0,single_value,mrt,hrc,nan,Bell,nan,,,
229,362033,,c. 25,,0.9,25.0,single_value,mrt,hrc,nan,nan,nan,,,
234,362279,,c. 30y,,0.6,30.0,single_value,mrt,hrc,nan,Summerset Retirement Village,nan,,,
240,362521,,55,,0.37,55.0,single_value,mrt,hrc,nan,nan,nan,,,
248,362791,,42,,0.44,42.0,single_value,mrt,hrc,nan,Butler (ex Reesby),nan,,,
251,362921,,65,,0.7,65.0,single_value,mrt,hrc,nan,Williams,nan,,,
256,363041,,28,,0.7,28.0,single_value,mrt,hrc,nan,Rambler Flowers,nan,,,
259,363112,,12,,0.8,12.0,single_value,mrt,hrc,nan,Baker,nan,,,
262,372003,,7,,0.8,7.0,single_value,mrt,hrc,nan,Buckley,nan,,,
263,372034,,15,,0.8,15.0,single_value,mrt,hrc,nan,Kay,nan,,,
264,372092,,30,,0.36,30.0,single_value,mrt,hrc,nan,Macdonald 941124,nan,,,
265,362333,,21,,0.8,21.0,single_value,mrt,hrc,nan,Donovan,nan,,,
266,362209,,16,,0.8,16.0,single_value,mrt,hrc,nan,Webb,nan,,,
267,361044,,0.5,,0.8,0.5,single_value,mrt,hrc,nan,Watson,nan,,,
268,362334,,0.5,,0.8,0.5,single_value,mrt,hrc,nan,Greenslade,nan,,,
269,372012,,21,,0.8,21.0,single_value,mrt,hrc,nan,Manakau School,nan,,,
270,362397,,44,,0.8,44.0,single_value,mrt,hrc,nan,McKenzie,nan,,,
271,362185,,0.5,,0.8,0.5,single_value,mrt,hrc,nan,Grant,nan,,,
272,372048,,0.5,,0.8,0.5,single_value,mrt,hrc,nan,Rushworth,nan,,,
273,362393,,0.5,,0.8,0.5,single_value,mrt,hrc,nan,Gardner,nan,,,
274,362246,,4.5,,0.8,4.5,single_value,mrt,hrc,nan,Hollever,nan,,,
1,Brewery spring,,75,,0.01,75.0,single_value,mrt,gdc,nan,nan,nan,,,
2,GAR007,,5,,0.1,5.0,single_value,mrt,gdc,nan,nan,nan,,,
3,GDC402-C,,118,,0.43,118.0,single_value,mrt,gdc,nan,nan,nan,,,
4,GPA004,,11,,0.1,11.0,single_value,mrt,gdc,nan,nan,nan,,,
5,GPA036,,58,,0.43,58.0,single_value,mrt,gdc,nan,nan,nan,,,
6,GPA119,,157,,0.43,157.0,single_value,mrt,gdc,nan,nan,nan,,,
7,GPA162,,35,,0.43,35.0,single_value,mrt,gdc,nan,nan,nan,,,
8,GPA163,,11,,0.1,11.0,single_value,mrt,gdc,nan,nan,nan,,,
9,GPA164,,10,,0.43,10.0,single_value,mrt,gdc,nan,nan,nan,,,
10,GPA302,,7,,0.43,7.0,single_value,mrt,gdc,nan,nan,nan,,,
11,GPA305,,12,,0.43,12.0,single_value,mrt,gdc,nan,nan,nan,,,
12,GPA307,,6,,0.43,6.0,single_value,mrt,gdc,nan,nan,nan,,,
13,GPA310,,3,,0.43,3.0,single_value,mrt,gdc,nan,nan,nan,,,
14,GPB002,,120,,0.43,120.0,single_value,mrt,gdc,nan,nan,nan,,,
16,GPB049,,125,,0.43,125.0,single_value,mrt,gdc,nan,nan,nan,,,
17,GPB082,,140,,0.43,140.0,single_value,mrt,gdc,nan,nan,nan,,,
18,GPB098,,140,,0.43,140.0,single_value,mrt,gdc,nan,nan,nan,,,
20,GPB100,,120,,0.42,120.0,single_value,mrt,gdc,nan,nan,nan,,,
21,GPB102,,185,,0.43,185.0,single_value,mrt,gdc,nan,nan,nan,,,
22,GPB103,,140,,0.43,140.0,single_value,mrt,gdc,nan,nan,nan,,,
23,GPB111,,190,,0.43,190.0,single_value,mrt,gdc,nan,nan,nan,,,
24,GPB126,,130,,0.43,130.0,single_value,mrt,gdc,nan,nan,nan,,,
25,GPB128,,130,,0.43,130.0,single_value,mrt,gdc,nan,nan,nan,,,
26,GPB135,,160,,0.43,160.0,single_value,mrt,gdc,nan,nan,nan,,,
27,GPC003,,160,,0.43,160.0,single_value,mrt,gdc,nan,nan,nan,,,
28,GPC0033,,63,,0.43,63.0,single_value,mrt,gdc,nan,nan,nan,,,
29,GPC004 ,,40-80,30.0,,60.0,range,mrt,gdc,nan,nan,nan,,,
30,GPC028,,57,,0.5,57.0,single_value,mrt,gdc,nan,nan,nan,,,
31,GPC031,,50,,0.3846153846153846,50.0,single_value,mrt,gdc,nan,nan,nan,,,
32,GPC031,,1,,0.43,1.0,single_value,mrt,gdc,nan,nan,nan,,,
33,GPC036,,130,,0.43,130.0,single_value,mrt,gdc,nan,nan,nan,,,
34,GPC062,,15,,0.1,15.0,single_value,mrt,gdc,nan,nan,nan,,,
35,GPC112,,130,,0.43,130.0,single_value,mrt,gdc,nan,nan,nan,,,
36,GPD041,,27,,0.43,27.0,single_value,mrt,gdc,nan,nan,nan,,,
37,GPD129,,120,,0.43,120.0,single_value,mrt,gdc,nan,nan,nan,,,
38,GPD130,,170,,0.43,170.0,single_value,mrt,gdc,nan,nan,nan,,,
39,GPD132,,110,,0.43,110.0,single_value,mrt,gdc,nan,nan,nan,,,
40,GPD134,,130,,0.43,130.0,single_value,mrt,gdc,nan,nan,nan,,,
41,GPD147,,150,,0.43,150.0,single_value,mrt,gdc,nan,nan,nan,,,
43,GPE006,,44,,0.38,44.0,single_value,mrt,gdc,nan,nan,nan,,,
44,GPE014,,110,,0.43,110.0,single_value,mrt,gdc,nan,nan,nan,,,
45,GPE023,,150,,0.43,150.0,single_value,mrt,gdc,nan,nan,nan,,,
46,GPE032,,12-34,11.5,,23.0,range,mrt,gdc,nan,nan,nan,,,
47,GPE040,,52,,0.76,52.0,single_value,mrt,gdc,nan,nan,nan,,,
48,GPE041,,150,,0.43,150.0,single_value,mrt,gdc,nan,nan,nan,,,
49,GPE059,,120,,0.43,120.0,single_value,mrt,gdc,nan,nan,nan,,,
50,GPE067,,10,,0.1,10.0,single_value,mrt,gdc,nan,nan,nan,,,
51,GPE068,,20,,0.1,20.0,single_value,mrt,gdc,nan,nan,nan,,,
52,GPF010,,150,,0.43,150.0,single_value,mrt,gdc,nan,nan,nan,,,
53,GPF002,,150,,0.43,150.0,single_value,mrt,gdc,nan,nan,nan,,,
54,GPF003,,130,,0.43,130.0,single_value,mrt,gdc,nan,nan,nan,,,
55,GPF004,,115,,0.43,115.0,single_value,mrt,gdc,nan,nan,nan,,,
56,GPF007,,150,,0.43,150.0,single_value,mrt,gdc,nan,nan,nan,,,
57,GPF024,,110,,0.43,110.0,single_value,mrt,gdc,nan,nan,nan,,,
58,GPF038,,75,,0.43,75.0,single_value,mrt,gdc,nan,nan,nan,,,
59,GPF046,,130,,0.43,130.0,single_value,mrt,gdc,nan,nan,nan,,,
60,GPF056,,73,,0.43,73.0,single_value,mrt,gdc,nan,nan,nan,,,
61,GPF056,,140,,0.43,140.0,single_value,mrt,gdc,nan,nan,nan,,,
62,GPF056,,74,,0.43,74.0,single_value,mrt,gdc,nan,nan,nan,,,
63,GPF056,,96,,0.43,96.0,single_value,mrt,gdc,nan,nan,nan,,,
64,GPF071,,140,,0.43,140.0,single_value,mrt,gdc,nan,nan,nan,,,
65,GPF080,,150,,0.43,150.0,single_value,mrt,gdc,nan,nan,nan,,,
66,GPF090,,125,,0.43,125.0,single_value,mrt,gdc,nan,nan,nan,,,
67,GPF095,,180,,0.43,180.0,single_value,mrt,gdc,nan,nan,nan,,,
68,GPF112,,105,,0.43,105.0,single_value,mrt,gdc,nan,nan,nan,,,
69,GPF115,,88,,0.43,88.0,single_value,mrt,gdc,nan,nan,nan,,,
70,GPF127,,125,,0.43,125.0,single_value,mrt,gdc,nan,nan,nan,,,
71,GPG026,,115,,0.43,115.0,single_value,mrt,gdc,nan,nan,nan,,,
72,GPG052,,25,,1.0,25.0,single_value,mrt,gdc,nan,nan,nan,,,
73,GPG058,,140,,0.43,140.0,single_value,mrt,gdc,nan,nan,nan,,,
74,GPG059,,20-35,13.75,,27.5,range,mrt,gdc,nan,nan,nan,,,
75,GPG060,,104,,0.43,104.0,single_value,mrt,gdc,nan,nan,nan,,,
76,GPG062,,20-40,15.0,,30.0,range,mrt,gdc,nan,nan,nan,,,
77,GPG076,,120,,0.43,120.0,single_value,mrt,gdc,nan,nan,nan,,,
79,GPG079,,128,,0.43,128.0,single_value,mrt,gdc,nan,nan,nan,,,
80,GPH001 ,,72,,0.43,72.0,single_value,mrt,gdc,nan,nan,nan,,,
81,GPH003 ,,132,,0.12,132.0,single_value,mrt,gdc,nan,nan,nan,,,
82,GPH006,,115,,0.43,115.0,single_value,mrt,gdc,nan,nan,nan,,,
83,GPH007,,113,,0.43,113.0,single_value,mrt,gdc,nan,nan,nan,,,
84,GPH008,,80,,0.43,80.0,single_value,mrt,gdc,nan,nan,nan,,,
85,GPH008,,120,,0.43,120.0,single_value,mrt,gdc,nan,nan,nan,,,
86,GPH011,,95,,0.43,95.0,single_value,mrt,gdc,nan,nan,nan,,,
87,GPH013,,117,,0.43,117.0,single_value,mrt,gdc,nan,nan,nan,,,
88,GPH014,,108,,0.43,108.0,single_value,mrt,gdc,nan,nan,nan,,,
89,GPH022,,104,,0.43,104.0,single_value,mrt,gdc,nan,nan,nan,,,
90,GPH027,,50,,0.9,50.0,single_value,mrt,gdc,nan,nan,nan,,,
91,GPH028,,98,,0.43,98.0,single_value,mrt,gdc,nan,nan,nan,,,
93,GPH030,,136,,0.43,136.0,single_value,mrt,gdc,nan,nan,nan,,,
94,GPI019,,94,,0.43,94.0,single_value,mrt,gdc,nan,nan,nan,,,
95,GPI026,,125,,0.43,125.0,single_value,mrt,gdc,nan,nan,nan,,,
96,GPI032,,150,,0.43,150.0,single_value,mrt,gdc,nan,nan,nan,,,
97,GPJ009?,,37,,0.43,37.0,single_value,mrt,gdc,nan,nan,nan,,,
98,GPJ033,,108,,0.43,108.0,single_value,mrt,gdc,nan,nan,nan,,,
100,GPJ040 ,,150,,0.43,150.0,single_value,mrt,gdc,nan,nan,nan,,,
102,GPJ045,,120,,0.43,120.0,single_value,mrt,gdc,nan,nan,nan,,,
103,GPJ066,,125,,0.43,125.0,single_value,mrt,gdc,nan,nan,nan,,,
104,GPL007 ,,62,,0.43,62.0,single_value,mrt,gdc,nan,nan,nan,,,
105,GPL007 ,,140,,0.43,140.0,single_value,mrt,gdc,nan,nan,nan,,,
106,GPL008?,,74,,0.43,74.0,single_value,mrt,gdc,nan,nan,nan,,,
107,GPL028,,150,,0.43,150.0,single_value,mrt,gdc,nan,nan,nan,,,
108,GPO001 ,,150,,0.43,150.0,single_value,mrt,gdc,nan,nan,nan,,,
109,GPO002 ,,48,,0.43,48.0,single_value,mrt,gdc,nan,nan,nan,,,
112,GPO007 ,,80,,0.43,80.0,single_value,mrt,gdc,nan,nan,nan,,,
113,GPO015,,150,,0.43,150.0,single_value,mrt,gdc,nan,nan,nan,,,
114,GPO15,,36-51,21.75,0.715,43.5,range,mrt,gdc,nan,nan,nan,,,
116,GPO021,,98,,0.43,98.0,single_value,mrt,gdc,nan,nan,nan,,,
117,GRB031,,190,,0.43,190.0,single_value,mrt,gdc,nan,nan,nan,,,
118,GRB047,,5,,0.43,5.0,single_value,mrt,gdc,nan,nan,nan,,,
119,GRB048,,1,,0.43,1.0,single_value,mrt,gdc,nan,nan,nan,,,
120,GRC013,,5,,0.43,5.0,single_value,mrt,gdc,nan,nan,nan,,,
121,GTA005/014?,,5,,0.43,5.0,single_value,mrt,gdc,nan,nan,nan,,,
122,GTA36/37?,,12,,0.43,12.0,single_value,mrt,gdc,nan,nan,nan,,,
125,20212545,,7,,0.43,7.0,single_value,mrt,gdc,nan,nan,nan,,,
0,Waitakere Rd - Deep,,350.0,,0.8403361344537815,350.0,single_value,mrt,ngmp,nan,nan,78,1.0,1.0,350.0
1,Waitakere Rd - Shallow,,250.0,,0.8403361344537815,250.0,single_value,mrt,ngmp,nan,nan,77,1.0,1.0,250.0
2,Seagrove Rd,,320.0,,0.8333333333333334,320.0,single_value,mrt,ngmp,nan,nan,75,1.0,1.0,320.0
3,Ostrich Farm Rd # 1,,340.0,,0.8333333333333334,340.0,single_value,mrt,ngmp,nan,nan,76,1.0,1.0,340.0
4,Rifle Range Rd - Deep,,340.0,,0.8333333333333334,340.0,single_value,mrt,ngmp,nan,nan,358,1.0,1.0,340.0
5,Rifle Range Rd - Shallow,,38.0,,0.9900990099009901,38.0,single_value,mrt,ngmp,nan,nan,340,1.0,1.0,38.0
6,Rifle Range Rd - ShallowNEW,,42.0,,0.23809523809523808,42.0,single_value,mrt,ngmp,nan,nan,340,1.0,1.0,42.0
7,ALLEN,,7.0,,0.5,7.0,single_value,mrt,ngmp,nan,nan,21,1.0,1.0,7.0
8,BEEK (other buried well),,9.0,,0.5,9.0,single_value,mrt,ngmp,nan,nan,20,1.0,1.0,9.0
9,ETERNAL SPRINGS,,145.0,,0.6993006993006994,145.0,single_value,mrt,ngmp,nan,nan,56,1.0,1.0,145.0
10,FERNLANDSPA,,165.0,,0.6993006993006994,165.0,single_value,mrt,ngmp,nan,nan,57,1.0,1.0,165.0
11,OHOPEGC,,9.0,,0.6993006993006994,9.0,single_value,mrt,ngmp,nan,nan,55,1.0,1.0,9.0
12,PEMBERTON,,110.0,,0.9090909090909091,110.0,single_value,mrt,ngmp,nan,nan,58,1.0,1.0,110.0
13,COROMANDEL,,1.5,,0.6993006993006994,1.5,single_value,mrt,ngmp,nan,nan,60-12,1.0,1.0,1.5
14,GRAHAM,,22.0,,0.6993006993006994,22.0,single_value,mrt,ngmp,nan,nan,61-86,1.0,1.0,22.0
15,HAMBASIN,,0.2,,0.6993006993006994,0.2,single_value,mrt,ngmp,nan,nan,69-1709,1.0,1.0,0.2
16,HANDCOCK,,26.5,,0.3333333333333333,26.5,single_value,mrt,ngmp,nan,nan,61-93,0.5,0.5,45.0
17,HAURAKIGRABEN,,22.8,,0.3333333333333333,22.8,single_value,mrt,ngmp,nan,nan,17,0.5,0.4,45.0
18,KURATAU,,1.0,,0.6993006993006994,1.0,single_value,mrt,ngmp,nan,nan,68-964,1.0,1.0,1.0
19,68-964 Kuratau,,6.0,,0.6993006993006994,6.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,6.0
20,PUKEKOHE,,150.0,,0.7692307692307692,150.0,single_value,mrt,ngmp,nan,nan,61-258,1.0,1.0,150.0
21,PUKEKOHE,,35.0,,0.7692307692307692,35.0,single_value,mrt,ngmp,nan,nan,61-258,1.0,1.0,35.0
22,REIDS,,1.0,,0.6993006993006994,1.0,single_value,mrt,ngmp,nan,nan,70-1134,1.0,1.0,1.0
23,SPRINGDALE_SCH,,10.65,,0.9090909090909091,10.65,single_value,mrt,ngmp,nan,nan,64-720,0.5,0.7,15.0
24,Wilcox,,8.75,,0.9090909090909091,8.75,single_value,mrt,ngmp,nan,nan,nan,0.5,0.5,17.0
25,GPB102,,185.0,,0.6993006993006994,185.0,single_value,mrt,ngmp,nan,nan,338,1.0,1.0,185.0
26,GPC031,,50.0,,0.2777777777777778,50.0,single_value,mrt,ngmp,nan,nan,83,1.0,1.0,50.0
27,GPC031,,1.0,,0.6993006993006994,1.0,single_value,mrt,ngmp,nan,nan,83,1.0,1.0,1.0
28,GPC062,,130.0,,0.6993006993006994,130.0,single_value,mrt,ngmp,nan,nan,81,1.0,1.0,130.0
29,GPC062,,15.0,,0.9090909090909091,15.0,single_value,mrt,ngmp,nan,nan,81,1.0,1.0,15.0
30,GPE006,,44.0,,0.7246376811594204,44.0,single_value,mrt,ngmp,nan,nan,82,1.0,1.0,44.0
31,GPD130,,170.0,,0.6993006993006994,170.0,single_value,mrt,ngmp,nan,nan,80,1.0,1.0,170.0
32,GPF090,,125.0,,0.6993006993006994,125.0,single_value,mrt,ngmp,nan,nan,79,1.0,1.0,125.0
33,AVALONSTUDIOS,,0.3,,0.6993006993006994,0.3,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,0.3
34,BETTYS,,1.0,,0.6993006993006994,1.0,single_value,mrt,ngmp,nan,nan,51,1.0,1.0,1.0
35,BOFFA,,15.5,,0.3333333333333333,15.5,single_value,mrt,ngmp,nan,nan,52,0.6666666666666666,0.5,30.0
36,EDHOUSE,,35.0,,0.27027027027027023,35.0,single_value,mrt,ngmp,nan,nan,45,0.6666666666666666,0.5,43.0
37,MANGAROA,,80.0,,0.6993006993006994,80.0,single_value,mrt,ngmp,nan,nan,59,1.0,1.0,80.0
38,MANGAROA,,150.0,,0.6993006993006994,150.0,single_value,mrt,ngmp,nan,nan,59,1.0,1.0,150.0
39,PENRAY,,3.0,,0.3333333333333333,3.0,single_value,mrt,ngmp,nan,nan,44,1.0,1.0,3.0
40,QEPARK,,1.5,,0.3333333333333333,1.5,single_value,mrt,ngmp,nan,nan,42,1.0,1.0,1.5
41,SPTYRES,,1.0,,0.5,1.0,single_value,mrt,ngmp,nan,nan,53,1.0,1.0,1.0
42,WAINUIOMATAGC,,0.5,,0.5,0.5,single_value,mrt,ngmp,nan,nan,54,1.0,1.0,0.5
43,R27/1180 NGMP Willoughby,,6.5,,0.5,6.5,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,6.5
44,S27/0299 / Johnson,,2.5,,0.3333333333333333,2.5,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,2.5
45,S26/0705 NGMP CDC S,,13.0,,0.7692307692307692,13.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,13.0
46,T26/0489 Duffy deep,,45.75,,0.8333333333333334,45.75,single_value,mrt,ngmp,nan,nan,466,0.5,0.55,75.0
47,S27/0344 George,,42.0,,0.5263157894736842,42.0,single_value,mrt,ngmp,nan,nan,467,0.9090909090909091,0.6,60.0
48,S27/0607 Findlayson,,200.0,,0.6993006993006994,200.0,single_value,mrt,ngmp,nan,nan,468,1.0,1.0,200.0
49,COOK,,4.0,,0.6993006993006994,4.0,single_value,mrt,ngmp,nan,nan,363,1.0,1.0,4.0
50,MARTIN,,90.0,,0.6993006993006994,90.0,single_value,mrt,ngmp,nan,nan,364,1.0,1.0,90.0
51,WAIPUKURAU,,110.0,,0.6993006993006994,110.0,single_value,mrt,ngmp,nan,nan,27,1.0,1.0,110.0
52,WARSNOP,,42.0,,0.6993006993006994,42.0,single_value,mrt,ngmp,nan,nan,362,1.0,1.0,42.0
53,WELL#1558,,44.0,,0.5263157894736842,44.0,single_value,mrt,ngmp,nan,nan,24,0.3333333333333333,0.6,60.0
54,WELL#1940,,60.3,,0.4,60.3,single_value,mrt,ngmp,nan,nan,25,0.2222222222222222,0.65,75.0
55,WELL#3697,,40.0,,0.6711409395973155,40.0,single_value,mrt,ngmp,nan,nan,26,1.0,1.0,40.0
56,WELL#3699(15001),,190.0,,0.6993006993006994,190.0,single_value,mrt,ngmp,nan,nan,359,1.0,1.0,190.0
57,Savage (ex Hinde),,170.0,,0.6993006993006994,170.0,single_value,mrt,ngmp,nan,nan,12,1.0,1.0,170.0
58,MCALOON,,136.0,,0.6993006993006994,136.0,single_value,mrt,ngmp,nan,nan,14,1.0,1.0,136.0
